0,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,8,8.25,8.5,8.75,9,9.25,9.5,9.75,10
0,1013.25,1007.38,1001.52,995.65,989.79,983.93,978,972.2,966.34,960.47,954.61,943.44,932.27,921.1,909.93,898.76,888.126,877.492,866.858,856.224,845.59,835.474,825.358,815.242,805.126,795.01,770.96,746.91,724.06,701.21,679.505,657.8,637.2,616.6,597.06,577.52,559,540.48,522.935,505.39,488.78,472.17,456.46,440.75,425.9,411.05,397.02,382.99,369.75,356.51,344.025,331.54,319.77,308,296.92,285.84,275.415,264.99
0.08333333,295.82,297.09,297.47,297.51,297.59,297.78,297.57,297.41,297.26,297.51,297.46,297.09,297.05,296.65,296.33,296.06,295.81,295.38,294.49,294.03,293.39,292.89,291.85,291.32,290.95,290.6,288.83,287.82,286.35,284.14,282.44,280.71,278.78,276.77,274.88,273.44,271.96,270.41,269.39,268.33,267.3,266.02,264.79,263.82,262.22,261.08,259.31,258.19,256.34,254.96,253.48,251.97,250.41,248.99,247.43,245.42,243.22,241
0.1666667,295.71,297.08,297.55,297.67,297.75,297.88,297.62,297.28,297.1,297.12,296.93,296.32,295.92,295.25,294.89,294.49,294.25,293.84,293.05,292.66,292.12,291.66,290.75,290.2,289.75,289.39,287.8,286.84,285.52,283.44,281.88,280.22,278.42,276.51,274.77,273.4,271.98,270.51,269.42,268.34,267.24,265.9,264.75,263.8,262.11,261.13,259.36,258.15,256.39,254.8,253.35,251.77,250.33,248.87,247.21,245.29,243.11,240.81
0.25,295.74,297.17,297.68,297.81,297.86,297.96,297.69,297.32,297.13,297.09,296.84,296.17,295.65,294.93,294.55,294.1,293.84,293.41,292.62,292.24,291.69,291.2,290.3,289.71,289.22,288.85,287.27,286.29,284.96,282.94,281.39,279.72,277.96,276.09,274.39,273.02,271.64,270.2,269.12,268.01,266.9,265.53,264.39,263.44,261.73,260.75,258.98,257.73,255.99,254.38,252.93,251.36,249.93,248.43,246.75,244.85,242.67,240.35
0.3333333,295.7,296.79,297.26,297.55,297.8,298.09,297.95,297.76,297.66,297.66,297.4,296.66,295.94,295.03,294.52,293.95,293.54,292.93,292.11,291.61,291.04,290.41,289.52,288.84,288.17,287.71,285.85,284.72,283.39,281.45,279.9,278.15,276.5,274.77,273.1,271.75,270.53,269.18,268.13,267.03,265.93,264.58,263.4,262.41,260.64,259.6,257.94,256.55,254.78,253.22,251.76,250.25,248.76,247.2,245.46,243.61,241.4,239.02
0.4166667,295.77,297.04,297.53,297.72,297.84,297.97,297.74,297.41,297.23,297.15,296.86,296.12,295.44,294.59,294.13,293.63,293.31,292.8,292.05,291.63,291.12,290.58,289.72,289.08,288.49,288.05,286.31,285.23,283.91,282.01,280.49,278.78,277.12,275.35,273.69,272.32,271.05,269.7,268.64,267.54,266.42,265.05,263.92,262.98,261.22,260.23,258.54,257.2,255.46,253.87,252.41,250.87,249.43,247.87,246.15,244.29,242.11,239.76
0.5,295.87,296.92,297.27,297.37,297.43,297.53,297.3,296.94,296.77,296.71,296.46,295.78,295.25,294.53,294.13,293.69,293.43,292.97,292.26,291.87,291.38,290.91,290.05,289.46,288.96,288.55,286.92,285.9,284.58,282.65,281.16,279.5,277.82,275.98,274.3,272.95,271.6,270.22,269.16,268.08,266.96,265.61,264.51,263.59,261.84,260.86,259.13,257.85,256.11,254.48,253.02,251.4,249.98,248.44,246.74,244.87,242.71,240.4
0.5833333,295.83,297.03,297.48,297.65,297.75,297.89,297.67,297.37,297.21,297.18,296.92,296.24,295.69,294.96,294.55,294.09,293.8,293.32,292.56,292.17,291.64,291.12,290.24,289.62,289.09,288.69,287.03,285.97,284.58,282.59,281.03,279.34,277.62,275.78,274.08,272.72,271.39,270.01,268.93,267.83,266.71,265.34,264.18,263.2,261.44,260.43,258.68,257.39,255.64,254.01,252.55,250.96,249.51,247.99,246.31,244.44,242.26,239.95
0.6666667,295.85,297.3,297.86,298.11,298.3,298.54,298.33,298.11,297.99,298.11,297.94,297.34,296.96,296.31,295.93,295.44,295.14,294.68,293.8,293.34,292.74,292.18,291.22,290.63,290.1,289.71,287.95,286.9,285.51,283.32,281.63,279.84,278,276.09,274.34,272.95,271.54,270.08,268.99,267.91,266.81,265.48,264.27,263.29,261.57,260.54,258.75,257.53,255.76,254.2,252.77,251.25,249.76,248.32,246.64,244.67,242.45,240.11
